Date received,"BANK OF AMERICA, NATIONAL ASSOCIATION",CAPITAL ONE FINANCIAL CORPORATION,"CITIBANK, N.A.","EQUIFAX, INC.",Experian Information Solutions Inc.,JPMORGAN CHASE & CO.,"Navient Solutions, LLC.",SYNCHRONY FINANCIAL,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",WELLS FARGO & COMPANY
2018-04-27,30.0,20.0,26.0,94.0,105.0,29.0,27.0,13.0,82.0,38.0
2018-04-28,57.0,8.0,63.0,34.0,34.0,11.0,9.0,5.0,36.0,7.0
2018-04-29,15.0,10.0,16.0,40.0,36.0,13.0,6.0,3.0,28.0,7.0
2018-04-30,43.0,16.0,37.0,83.0,95.0,34.0,17.0,12.0,79.0,21.0
2018-05-01,38.0,32.0,27.0,110.0,131.0,38.0,21.0,17.0,112.0,35.0
2018-05-02,40.0,30.0,25.0,105.0,123.0,35.0,15.0,16.0,107.0,32.0
2018-05-03,38.0,23.0,24.0,73.0,74.0,44.0,15.0,18.0,65.0,36.0
2018-05-04,35.0,31.0,21.0,95.0,90.0,46.0,11.0,14.0,105.0,22.0
2018-05-05,10.0,11.0,10.0,42.0,45.0,13.0,9.0,7.0,49.0,9.0
2018-05-06,15.0,5.0,6.0,52.0,47.0,6.0,5.0,7.0,41.0,8.0
2018-05-07,24.0,31.0,21.0,82.0,78.0,40.0,12.0,21.0,88.0,32.0
2018-05-08,33.0,33.0,28.0,88.0,91.0,39.0,22.0,16.0,88.0,48.0
2018-05-09,27.0,27.0,24.0,65.0,89.0,40.0,14.0,20.0,99.0,34.0
2018-05-10,32.0,21.0,20.0,105.0,97.0,33.0,30.0,13.0,79.0,33.0
2018-05-11,30.0,27.0,19.0,80.0,87.0,24.0,17.0,11.0,74.0,36.0
2018-05-12,8.0,16.0,12.0,55.0,54.0,10.0,8.0,12.0,53.0,9.0
2018-05-13,3.0,13.0,6.0,45.0,41.0,5.0,4.0,10.0,47.0,9.0
2018-05-14,22.0,29.0,28.0,112.0,114.0,41.0,19.0,18.0,113.0,26.0
2018-05-15,42.0,32.0,23.0,123.0,129.0,27.0,20.0,17.0,105.0,34.0
2018-05-16,44.0,29.0,31.0,120.0,129.0,36.0,24.0,16.0,130.0,49.0
2018-05-17,33.0,43.0,20.0,93.0,91.0,44.0,22.0,14.0,78.0,44.0
2018-05-18,25.0,26.0,19.0,73.0,66.0,29.0,17.0,9.0,59.0,38.0
2018-05-19,13.0,13.0,5.0,37.0,56.0,3.0,7.0,9.0,44.0,9.0
2018-05-20,5.0,12.0,5.0,57.0,46.0,8.0,5.0,8.0,47.0,7.0
2018-05-21,31.0,22.0,25.0,96.0,79.0,37.0,9.0,11.0,83.0,22.0
2018-05-22,25.0,29.0,26.0,122.0,105.0,31.0,16.0,16.0,108.0,42.0
2018-05-23,31.0,31.0,21.0,111.0,114.0,41.0,19.0,18.0,107.0,43.0
2018-05-24,29.0,25.0,23.0,100.0,101.0,35.0,18.0,10.0,114.0,33.0
2018-05-25,25.0,20.0,22.0,56.0,65.0,28.0,18.0,5.0,61.0,31.0
2018-05-26,4.0,10.0,2.0,46.0,51.0,8.0,10.0,5.0,46.0,7.0
2018-05-27,8.0,11.0,10.0,52.0,35.0,5.0,6.0,4.0,39.0,3.0
2018-05-28,3.0,19.0,15.0,42.0,39.0,6.0,4.0,3.0,40.0,6.0
2018-05-29,25.0,23.0,20.0,80.0,82.0,18.0,13.0,13.0,77.0,24.0
2018-05-30,38.0,31.0,25.0,107.0,100.0,30.0,14.0,16.0,103.0,33.0
2018-05-31,29.0,34.0,21.0,111.0,102.0,30.0,18.0,24.0,90.0,34.0
2018-06-01,36.0,27.0,12.0,75.0,85.0,32.0,14.0,8.0,62.0,28.0
2018-06-02,14.0,21.0,5.0,56.0,37.0,14.0,10.0,5.0,48.0,12.0
2018-06-03,5.0,9.0,7.0,49.0,47.0,7.0,4.0,5.0,43.0,8.0
2018-06-04,34.0,39.0,27.0,85.0,94.0,28.0,7.0,25.0,90.0,38.0
2018-06-05,35.0,32.0,28.0,128.0,113.0,43.0,12.0,17.0,105.0,36.0
2018-06-06,21.0,38.0,21.0,118.0,114.0,32.0,24.0,17.0,117.0,36.0
2018-06-07,33.0,34.0,20.0,96.0,82.0,26.0,12.0,16.0,84.0,22.0
2018-06-08,20.0,30.0,21.0,85.0,87.0,27.0,12.0,13.0,79.0,31.0
2018-06-09,11.0,1.0,5.0,40.0,41.0,11.0,4.0,6.0,26.0,13.0
2018-06-10,5.0,13.0,7.0,54.0,47.0,8.0,5.0,3.0,37.0,9.0
2018-06-11,16.0,18.0,20.0,92.0,79.0,30.0,12.0,11.0,73.0,23.0
2018-06-12,37.0,35.0,17.0,117.0,116.0,40.0,17.0,8.0,112.0,31.0
2018-06-13,27.0,24.0,16.0,92.0,106.0,27.0,18.0,12.0,96.0,38.0
2018-06-14,18.0,7.0,8.0,106.0,111.0,24.0,15.0,14.0,62.0,19.0
2018-06-15,15.0,6.0,12.0,84.0,82.0,13.0,20.0,7.0,9.0,16.0
2018-06-16,6.0,4.0,3.0,42.0,39.0,4.0,5.0,5.0,null,4.0
2018-06-17,null,null,null,37.0,30.0,3.0,5.0,null,null,4.0
2018-06-18,8.0,3.0,7.0,83.0,87.0,12.0,11.0,4.0,null,9.0
2018-06-19,9.0,1.0,8.0,118.0,93.0,11.0,11.0,null,null,6.0
2018-06-20,1.0,null,4.0,92.0,72.0,11.0,6.0,null,null,10.0
2018-06-21,3.0,null,null,44.0,14.0,3.0,5.0,null,null,4.0
2018-06-22,null,1.0,null,9.0,null,5.0,7.0,null,null,1.0
2018-06-23,null,null,null,2.0,null,1.0,2.0,null,null,1.0
2018-06-24,1.0,null,null,7.0,null,null,3.0,null,null,null
2018-06-25,null,1.0,null,3.0,null,1.0,5.0,null,null,1.0
2018-06-26,null,null,null,null,null,null,null,null,null,3.0
